Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA
F1,23/10/11,Auxerre,Rennes,0,1,A,0,0,17,10,3,3,17.0,17.0,2,0,1,1,0,0,2.4,3.2,3.0,2.4,3.1,3.0,2.3,3.1,2.9,2.38,3.1,3.1
F1,23/10/11,Lille,Lyon,3,1,H,1,1,16,14,9,3,14.0,16.0,14,4,2,2,0,0,2.3,3.1,3.2,2.3,3.1,3.4,2.2,3.1,3.1,2.25,3.2,3.3
F1,23/10/11,Paris SG,Dijon,2,0,H,1,0,11,11,4,2,16.0,19.0,6,4,1,3,0,0,1.25,5.5,12.0,1.25,5.25,12.5,1.28,4.8,10.0,1.25,5.5,12.0
F1,29/10/11,Ajaccio,Bordeaux,0,2,A,0,2,6,13,1,5,22.0,15.0,2,7,2,0,0,0,3.6,3.1,2.15,3.5,3.25,2.1,3.2,3.2,2.1,4.0,3.0,2.1
F1,29/10/11,Brest,Lorient,3,1,H,3,0,16,14,5,8,18.0,15.0,4,9,3,4,0,0,2.6,3.0,2.9,2.75,3.0,2.65,2.55,3.0,2.7,2.7,3.0,2.8
F1,29/10/11,Dijon,Marseille,2,3,A,0,2,14,20,7,11,11.0,17.0,3,7,2,3,0,0,4.2,3.3,1.91,3.9,3.3,1.95,3.4,3.2,2.0,4.33,3.1,1.95
F1,29/10/11,Evian Thonon Gaillard,Auxerre,3,1,H,2,0,15,19,8,7,13.0,17.0,4,4,2,5,0,0,2.6,3.1,2.8,2.75,3.1,2.6,2.6,3.05,2.6,2.7,3.0,2.8
F1,29/10/11,Lyon,St Etienne,2,0,H,0,0,15,11,5,2,13.0,19.0,11,10,0,2,1,0,1.62,3.6,6.0,1.53,3.8,6.5,1.55,3.7,5.4,1.67,3.4,6.0
F1,29/10/11,Montpellier,Nancy,2,0,H,0,0,15,11,6,2,18.0,18.0,3,0,0,1,0,0,1.57,3.75,6.25,1.55,3.7,6.5,1.65,3.5,4.6,1.62,3.4,6.5
F1,29/10/11,Paris SG,Caen,4,2,H,1,1,23,14,9,6,17.0,11.0,12,4,2,4,0,1,1.33,4.5,10.5,1.38,4.33,8.75,1.35,4.5,7.3,1.4,4.2,9.0
F1,30/10/11,Nice,Sochaux,1,1,D,1,1,16,13,5,2,12.0,23.0,6,3,5,4,1,0,2.2,3.2,3.4,2.25,3.2,3.4,2.2,3.1,3.1,2.2,3.1,3.5
F1,30/10/11,Toulouse,Rennes,1,0,H,1,0,5,14,2,6,22.0,13.0,1,4,1,1,1,0,2.5,3.0,3.0,2.45,3.1,3.1,2.3,3.1,2.9,2.4,3.0,3.2
F1,30/10/11,Valenciennes,Lille,0,0,D,0,0,18,11,5,4,20.0,12.0,6,5,1,1,0,0,3.2,3.2,2.3,3.4,3.2,2.15,2.8,3.2,2.3,3.3,3.1,2.3
F1,05/11/11,Lille,Evian Thonon Gaillard,1,1,D,0,1,11,6,5,1,18.0,17.0,8,2,1,4,0,0,1.36,4.5,9.0,1.31,4.75,10.5,1.35,4.5,7.3,1.36,4.5,9.5
F1,06/11/11,Auxerre,Toulouse,2,0,H,0,0,7,10,7,2,13.0,11.0,1,4,2,1,0,0,2.4,3.0,3.2,2.45,2.95,3.1,2.4,3.1,2.8,2.5,3.0,3.0
F1,06/11/11,Bordeaux,Paris SG,1,1,D,1,1,6,7,3,3,11.0,20.0,4,6,1,3,0,0,3.4,3.0,2.3,3.25,3.25,2.3,2.8,3.2,2.3,3.3,3.1,2.3
F1,06/11/11,Caen,Dijon,3,0,H,1,0,19,15,5,4,16.0,12.0,3,8,1,2,0,0,1.83,3.25,4.75,1.85,3.3,4.4,1.85,3.3,3.9,1.91,3.1,4.5
F1,06/11/11,Lorient,Ajaccio,2,0,H,0,0,23,5,6,1,6.0,18.0,12,1,1,2,0,0,1.44,4.0,8.0,1.53,3.75,6.75,1.55,3.7,5.4,1.5,3.6,8.0
F1,06/11/11,Marseille,Nice,2,0,H,0,0,17,9,8,2,6.0,17.0,3,4,1,4,0,0,1.44,4.0,8.0,1.43,4.3,7.5,1.4,3.9,7.5,1.44,4.0,8.5
F1,06/11/11,Nancy,Brest,2,1,H,0,0,14,7,8,3,20.0,20.0,3,5,1,2,0,0,2.3,3.1,3.25,2.3,3.0,3.3,2.25,3.0,3.1,2.4,2.9,3.3
