Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA
I1,26/10/14,Lazio,Torino,2,1,H,1,0,12,15,7,4,13,9,3,6,2.0,1,0,0,1.75,3.5,4.75,1.83,3.4,4.33,1.75,3.5,4.5,1.8,3.4,4.8
I1,26/10/14,Milan,Fiorentina,1,1,D,1,0,15,12,2,2,13,13,5,4,2.0,2,0,0,2.05,3.4,3.6,2.1,3.3,3.4,2.0,3.3,3.6,2.1,3.3,3.5
I1,26/10/14,Napoli,Verona,6,2,H,1,1,26,8,16,6,11,7,14,3,1.0,1,0,0,1.4,4.5,8.0,1.45,4.2,7.0,1.45,4.0,7.0,1.44,4.0,8.0
I1,26/10/14,Udinese,Atalanta,2,0,H,2,0,15,14,4,3,16,15,5,7,2.0,1,0,0,1.91,3.4,4.0,1.85,3.5,4.1,1.8,3.5,4.2,1.85,3.4,4.5
I1,28/10/14,Sassuolo,Empoli,3,1,H,0,1,23,16,6,6,9,12,6,3,2.0,3,0,0,2.2,3.25,3.3,2.2,3.2,3.3,2.2,3.1,3.3,2.25,3.2,3.3
I1,29/10/14,Atalanta,Napoli,1,1,D,0,0,7,18,2,6,18,12,4,5,3.0,2,1,0,4.0,3.4,1.91,3.8,3.4,1.95,3.8,3.45,1.9,4.2,3.4,1.91
I1,29/10/14,Cagliari,Milan,1,1,D,1,1,16,13,5,3,13,13,6,4,3.0,2,0,0,3.4,3.4,2.1,3.4,3.3,2.1,3.3,3.3,2.1,3.5,3.6,2.0
I1,29/10/14,Fiorentina,Udinese,3,0,H,1,0,27,5,9,1,15,14,4,2,2.0,3,0,0,1.65,3.6,5.5,1.75,3.5,4.75,1.8,3.5,4.2,1.73,3.5,5.0
I1,29/10/14,Genoa,Juventus,1,0,H,0,0,4,16,3,4,22,17,1,13,2.0,4,0,0,7.0,4.0,1.5,6.25,3.9,1.53,6.1,4.0,1.5,7.0,3.75,1.53
I1,29/10/14,Inter,Sampdoria,1,0,H,0,0,17,10,5,4,11,19,4,4,2.0,2,0,0,1.8,3.6,4.33,1.8,3.5,4.4,1.8,3.5,4.2,1.73,3.75,4.6
I1,29/10/14,Palermo,Chievo,1,0,H,0,0,16,15,6,3,15,17,4,3,2.0,1,0,0,1.91,3.4,4.0,1.95,3.25,4.0,2.0,3.3,3.6,1.91,3.4,4.2
I1,29/10/14,Roma,Cesena,2,0,H,1,0,16,4,6,1,11,13,7,3,1.0,1,0,0,1.18,6.5,15.0,1.2,6.25,13.5,1.2,5.8,13.0,1.2,6.5,13.0
I1,29/10/14,Torino,Parma,1,0,H,1,0,15,10,5,2,11,17,4,7,1.0,3,0,1,1.83,3.4,4.33,1.9,3.2,4.33,2.1,3.2,3.4,1.91,3.4,4.0
I1,30/10/14,Verona,Lazio,1,1,D,0,1,11,10,3,3,13,14,2,3,2.0,2,0,1,3.2,3.3,2.25,3.2,3.2,2.25,2.9,3.3,2.3,3.2,3.3,2.25
I1,01/11/14,Empoli,Juventus,0,2,A,0,0,12,18,4,7,15,16,6,6,2.0,1,1,0,7.5,4.2,1.44,7.0,4.25,1.45,7.3,4.4,1.4,8.0,4.0,1.44
I1,01/11/14,Napoli,Roma,2,0,H,1,0,15,8,6,2,13,11,6,5,2.0,3,0,0,2.4,3.3,2.9,2.45,3.3,2.95,2.3,3.3,2.9,2.4,3.1,3.1
I1,01/11/14,Parma,Inter,2,0,H,1,0,11,14,4,1,18,19,5,2,3.0,1,0,0,3.4,3.4,2.1,3.1,3.2,2.3,3.1,3.3,2.2,3.4,3.1,2.25
I1,02/11/14,Chievo,Sassuolo,0,0,D,0,0,12,9,1,3,20,16,5,5,1.0,6,0,0,2.4,3.2,3.0,2.45,3.1,2.95,2.3,3.3,2.9,2.5,3.0,3.0
I1,02/11/14,Milan,Palermo,0,2,A,0,2,14,13,3,7,10,15,4,4,3.0,3,0,0,1.5,4.0,7.0,1.53,3.9,6.25,1.5,4.0,6.1,1.53,3.75,7.0
I1,02/11/14,Sampdoria,Fiorentina,3,1,H,2,1,12,16,6,5,17,26,3,10,3.0,4,0,0,3.0,3.2,2.4,2.7,3.2,2.6,2.6,3.2,2.6,2.9,3.0,2.62
I1,02/11/14,Torino,Atalanta,0,0,D,0,0,20,7,2,1,12,23,10,6,0.0,5,0,0,1.85,3.5,4.2,1.85,3.3,4.4,1.9,3.3,4.0,1.91,3.3,4.2
I1,02/11/14,Udinese,Genoa,2,4,A,2,2,15,13,2,6,10,14,7,5,2.0,3,0,0,2.05,3.3,3.6,2.05,3.2,3.7,2.0,3.3,3.6,2.0,3.2,4.0
I1,03/11/14,Cesena,Verona,1,1,D,1,0,8,11,4,2,14,19,4,4,1.0,4,0,0,2.88,3.2,2.5,2.8,3.1,2.55,2.6,3.2,2.6,3.0,3.0,2.5
I1,03/11/14,Lazio,Cagliari,4,2,H,3,0,11,9,5,4,24,15,4,7,2.0,3,0,1,1.53,3.8,6.5,1.55,3.9,6.0,1.55,3.9,5.6,1.62,3.6,6.0
